text,language
 @Kazi .  Amader ei game box service ti bondho korar jonno onugroho kore nicher link ti visit korun httpappsclub.grameenphone.comstore . Ei link e gie account e click korle apni apnar ei service ti bondho kore nite parben. ,anglo-bangla
 @Shahad .  Apni offer ti app ti update korar 48 hours er vetor peye jaben. ,anglo-bangla
ay ekta sms keno dibe *121# follow korle....??,anglo-bangla
 @Jovan Evan .  Eti amader regular kono offer noy. Apni message peye thakle offer ti nite parben. ,anglo-bangla
 @Dear Customer .  Amader ei offer ti bortomane nei. ,anglo-bangla
 @Dear customer .  apni resend sms option er maddhome punoray apnar code ti niye tarpor wowbox e login korte parben. ,anglo-bangla
 @শোয়েব হোসেন .  dukkhito .  Gp sim replace korle apnar sim e save kora number gulo ar thakbe na. ,anglo-bangla
 r amr new sim 54 tk recharge korle 1 gb diba? ,anglo-bangla
i	FnF Numberjekono 1 ti,anglo-bangla
 delivery order er koto din por deya hoy? ,anglo-bangla
 vai apnader ki cash on delivery . jodi hoi kon curiar sarvice a deliveey koren. ,anglo-bangla
 khoksate ba kushtiate pathano jabe ,anglo-bangla
 vai e offer ki ekhono ace ,anglo-bangla
 vai amar akta dokan ase amader ki dewa jabe ,anglo-bangla
 Red colours hobe ami ekta nibo kintu message replai dissen na keno ,anglo-bangla
 vai ami akta nibo....Farid pur ,anglo-bangla
 Dhakar bahire kivhabe nibo...ar taka ki aage dite hobe na kapor payar por taka dite hobe ,anglo-bangla
 Dhaka vitor kivaby pabo r size ki sob ek na nijer size nity parbo....ans me..... ,anglo-bangla
 ladies bag ase er ceye r o sundor?? ,anglo-bangla
 Ki kore apnader sathe jog dite parbo ? ,anglo-bangla
 kom tk te beshe mb er offer kih ase akhno...thklen janaben.. ,anglo-bangla
 Apnara sb new sim e offer den..but puran sim er ora ki doosh krce?? ,anglo-bangla
 Banglalink a ki fb free?? ,anglo-bangla
 Amar sim a ami 6 taka load diye 1gb kre nei 3 bar nisi kintu aj abar load disi load asce na ki jonno plz aktu boleb ,anglo-bangla
 Via apnader network ato kharap internet use kora jai na amra ki 3G para pari na ,anglo-bangla
 banglalink new sim a 6 tk recharg korle je offer ta pabo . sate check korbo kevabey?? ,anglo-bangla
 winner list ta pabo kobe?? ,anglo-bangla
 banglalink a ki kono bondho sim offer acha? ,anglo-bangla
 accha vai open sim ar ki kono offer ace???janaben plz.... ,anglo-bangla
 banglalink e minimum koto min kena jai koto tk diye??kivabe? ,anglo-bangla
 49 tk recharge korle ki main account a jog hobe ,anglo-bangla
 Bl bondho sim ar offer ashe ki??? ,anglo-bangla
 Malikana ki change kora jabe ,anglo-bangla
 kustiay gift ase ki na.okan theke gift dey ki na plz ans me ,anglo-bangla
 13 minit dhore call deoar poreo kono kotha bollo na... eta ki service?? ,anglo-bangla
 Bl sim ar 2tk te 8m tar code ta koto vaiya ,anglo-bangla
 vi amer sim ta reg kora hoy ni ami ki question ar ans dite parbo ,anglo-bangla
 answer kore lab ki vai banglalink ,anglo-bangla
 6 taka load asce na amar sim a tahole ki vabe 1 gb pabo plz aktu bolen ,anglo-bangla
 ei offer ta jodi nei tahole ki 49tk main balance e thakbe? naki kete niben??  ,anglo-bangla
 apnader sim ki amader chalanus moto babosta deben na......amra network er jonno kono kaj korta pari na kno......? ato net problem er karon ki jante pari ,anglo-bangla
 acca apnader night internet pack ase ki thakle bolon .  .  . r na thakle kom takai beshi pawa gale code bolon plz plz ,anglo-bangla
 Amar sim bondho silo onekdin.sim ti te offer chilo 29 tk recharge a 5gb but akhono paini. ,anglo-bangla
 assa kustia te ki win win ar gift jay na.ba okan theke ki neoa jabe na win win ar gift ta .plz ans..me ,anglo-bangla
 6tk e 1 gb new sim e.. ota koto bar niyesi seita dekhbo kivabe? ,anglo-bangla
 Amar sim ta ke prepaid ,anglo-bangla
 Amar phn a kotha bollha onok taka kata?? ,anglo-bangla
 apnader offer akhon onek baje...airtel ar call rate onek valo. ,anglo-bangla
 Hi Rana .  Apni *999*1*146# dial kore Desh ek rate darun pack active korte parben. ,anglo-bangla
 Hi Alamgir . Sorkari nirdeshona onujayi apnar SIM ti jodi Biometric system e re verify na kora thake sekhetre SIM ti ar replace korte parbenna.,anglo-bangla
 Hi Hridoy . Apni ki bondho sim er offer er kotha bolsen ?Kindly clear kore amader shathe share korun tahole right information die shohojogita korte parbo ,anglo-bangla
 admin a ta ki sher Icon? ,anglo-bangla
 + k  Na kore uttor ber kora jayna mem...?? ,anglo-bangla
 6 theke 1 kathi tullen bujlam .  terpor 6 hoilo 5. accha thik ache terpor uttor darailo koto...?? nischoi 9.... prosno hoilo amader ekta kathi sorate bola hoyeche... apnar uttor ta amr mathay dukchena. jodi ektu help korten plz... ,anglo-bangla
 shob ta e thik ans...coz = 4 hocche ans..r comments na kore to ar ans deoa jabena ..seta holo banglalink mela r lav... ,anglo-bangla
 Hi Opu .  Apnar query ti amader kache clear na. Kindly clear kore amader shathe share korun tahole right information die shohojogita korte parbo. ,anglo-bangla
 vai bl er network quality sara sob e valo.ata bl e jara job kore tarao jane ,anglo-bangla
 Both are not sudhu uporer ans tai right bcz 0 sathe plus kokhono gonona kora jay na ,anglo-bangla
 vai banglalink ato na vebe jodi right answer hoy tahole apu k tar inbox e janiye den,anglo-bangla
 6 theke ekti kthi soriye last 4 er upor dile 5+4=9 hobe ,anglo-bangla
....R 4 er opor dile 9 hbe....ans 9 ,anglo-bangla
 6 ar majkan theke akta khati nia 6ar faka jaigai lagale ota zero hye jabe then 0+4=4 ,anglo-bangla
 Ai khane sob gola to akta mecher ii khati... So .  this is simple. ,anglo-bangla
 ami jodi banglalink a 49 ta recharge kori? oi 49 taka ki amar balance a thakbe? ,anglo-bangla
 Plus ar akta kathi uthia 6 k 8 banale tar theke 4 minas korte hobe....8 4 =4 ,anglo-bangla
 6 theke akta kathi niye last er 4 e set korbo. tahole all thik hoye jaba ,anglo-bangla
 হাহাহা।jodi 6 er majher kathi ti dan dhike trun korle e to hoyযোমন 0+4=4 ,anglo-bangla
 6 theke ekta kathi soriye sei ta diye 6 ke 0 banale ,anglo-bangla
 5+4=9 prothom sonkhar nicher bam theke kathi niye seser sonkhar opore dile e hoye jabe sothik ans...ok ,anglo-bangla
 + er theke 1 kathi shorea 6 re upor dile 8 hobe . r + t _ hobe so 8 4=4 ,anglo-bangla
 Ami new ekta banglalink sim kinesi but problem holo ami banglalink sim amar android phone e connect korle no netwark registetion dekhasse ami ota thik korbo kivabe? ,anglo-bangla
 6 er middle katiti uthiye Dan sider upor theke nich line e jete faka jaigai bosalei 0+4=4 ,anglo-bangla
 6 theke ekta kathi sorai a dan r 4 r upor nile 9 hoi and 6 ta 5 hoi 5+5=9 ,anglo-bangla
 ami bondho sim 29 takar 4 gb Internet r dui gb use korci...7 din ses howar ppreo ekhono baki 2 gb paina kan?? ,anglo-bangla
 + theke Akta kati sorea 6 k 8 kore biog korte hobe ..8 4=4,anglo-bangla
 bondo sime kono offer ase kina .  thakle onno operator hote kivabe janbo? ,anglo-bangla
 6 er lower left kati ta soriye answer 4 er upor dite hobe tahole 5+4=9 hobe ,anglo-bangla
 + theke akta kathi soriye  krte hbe r sei akta kathi 6 er jaygay bosbe jmn 8 4=4 ,anglo-bangla
 Plus theke ekti kathi uthia 6 e bosia dile 8 hoi r 8 4=4 hoi ,anglo-bangla
 banglalink itel mobile ti kinte ki korte hobe.cost soho details janaben ,anglo-bangla
 6 ar majer akta stick shoja korle 0 hobe then 0+4=4 ,anglo-bangla
 6 er majhkhan theke akta kathi sorea lomba kore din  .  0+4=4 ,anglo-bangla
 6theke1kathi laste 4 er sathe lagia dile hobe. ,anglo-bangla
6 Theke 1 ta kathi soria 4 er upor dile 9 hobe. ,anglo-bangla
 Vai ei offer ta ki ekno ache janaben please. ,anglo-bangla
 6 er majhe theke kathi ti soria 0 kore dite hobe .  tahole 0+4=4 hobe ,anglo-bangla
 6 theke aktha kathi nie 4 er upor dile hoie kabe ex 5+4=9 ,anglo-bangla
 Amar mobile a call rate onak base Kate kom korar jonno ke kora jai ,anglo-bangla
 plus er jaiga theke akta kathi soria 6 er jaigai bosale tokhon 8 4=4 hoi ,anglo-bangla
 6 er majhkhaner kathita level koira 0 korle e hoibo,anglo-bangla
